file_name,sample_start,sample_end,timestamp_start,timestamp_end,scream_type,video_id
09KScSe4hIc.wav,2373120,2389824,53.81,54.19,midfry,09KScSe4hIc
09KScSe4hIc.wav,2798755,2913406,63.46,66.06,midfry,09KScSe4hIc
09KScSe4hIc.wav,2921222,3040814,66.24,68.95,midfry,09KScSe4hIc
09KScSe4hIc.wav,3077001,3321717,69.77,75.32,midfry,09KScSe4hIc
09KScSe4hIc.wav,3347130,3410233,75.9,77.33,midfry,09KScSe4hIc
09KScSe4hIc.wav,3640320,3815777,82.55,86.53,layered,09KScSe4hIc
09KScSe4hIc.wav,3898539,4100962,88.4,92.99,layered,09KScSe4hIc
09KScSe4hIc.wav,4201444,4374528,95.27,99.2,layered,09KScSe4hIc
09KScSe4hIc.wav,4386048,4573440,99.46,103.71,midfry,09KScSe4hIc
09KScSe4hIc.wav,5126976,5242715,116.26,118.88,midfry,09KScSe4hIc
09KScSe4hIc.wav,5251214,5360256,119.08,121.55,midfry,09KScSe4hIc
09KScSe4hIc.wav,5404902,5518656,122.56,125.14,midfry,09KScSe4hIc
09KScSe4hIc.wav,5523264,5719143,125.24,129.69,midfry,09KScSe4hIc
09KScSe4hIc.wav,5802416,5829551,131.57,132.19,midfry,09KScSe4hIc
09KScSe4hIc.wav,6161168,6249240,139.71,141.71,midfry,09KScSe4hIc
09KScSe4hIc.wav,7367616,7465737,167.07,169.29,midfry,09KScSe4hIc
09KScSe4hIc.wav,7489116,7602869,169.82,172.4,midfry,09KScSe4hIc
09KScSe4hIc.wav,7640064,7884990,173.24,178.8,midfry,09KScSe4hIc
09KScSe4hIc.wav,7907531,8024609,179.31,181.96,midfry,09KScSe4hIc
09KScSe4hIc.wav,8044247,8134010,182.41,184.44,midfry,09KScSe4hIc
09KScSe4hIc.wav,8206364,8381676,186.09,190.06,layered,09KScSe4hIc
09KScSe4hIc.wav,8449271,8657549,191.59,196.32,layered,09KScSe4hIc
09KScSe4hIc.wav,8760277,8936256,198.65,202.64,layered,09KScSe4hIc
09KScSe4hIc.wav,8948352,9085608,202.91,206.02,midfry,09KScSe4hIc
09KScSe4hIc.wav,9230400,9275328,209.31,210.32,midfry,09KScSe4hIc
Dhfy9TPga-c.wav,4073315,4167995,92.37,94.51,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,4265984,4431239,96.73,100.48,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,4463755,4530497,101.22,102.73,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,4557006,4623749,103.33,104.85,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,4653629,4761578,105.52,107.97,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,4862203,5030400,110.25,114.07,clean,Dhfy9TPga-c
Dhfy9TPga-c.wav,5033600,5198090,114.14,117.87,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,5254584,5406682,119.15,122.6,clean,Dhfy9TPga-c
Dhfy9TPga-c.wav,5413116,5596350,122.75,126.9,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,5642862,5799838,127.96,131.52,clean,Dhfy9TPga-c
Dhfy9TPga-c.wav,5805658,5977536,131.65,135.55,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,6031203,6195066,136.76,140.48,clean,Dhfy9TPga-c
Dhfy9TPga-c.wav,6200901,6370225,140.61,144.45,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,6418209,6502400,145.54,147.45,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,6513920,6580690,147.71,149.22,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,6606682,6693927,149.81,151.79,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,6707379,6790357,152.09,153.98,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,6801322,6888128,154.22,156.19,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,6905289,6980821,156.58,158.3,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,6999626,7077347,158.72,160.48,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,7092723,7186647,160.83,162.96,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,7195073,7341091,163.15,166.46,clean,Dhfy9TPga-c
Dhfy9TPga-c.wav,7346684,7520640,166.59,170.54,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,7581962,7750890,171.93,175.76,clean,Dhfy9TPga-c
Dhfy9TPga-c.wav,7758502,7934901,175.93,179.93,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,7975738,8126498,180.86,184.27,clean,Dhfy9TPga-c
Dhfy9TPga-c.wav,8133223,8302617,184.43,188.27,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,8357087,8517595,189.5,193.14,clean,Dhfy9TPga-c
Dhfy9TPga-c.wav,8524335,8705378,193.3,197.4,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,8748772,8823904,198.38,200.09,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,8844160,8928554,200.55,202.46,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,8940937,9014497,202.74,204.41,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,9037873,9115458,204.94,206.7,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,9137252,9210240,207.19,208.85,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,9234693,9300369,209.4,210.89,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,9332128,9403898,211.61,213.24,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,9419926,9503758,213.6,215.5,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,9523311,9586755,215.95,217.39,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,9619850,9698441,218.14,219.92,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,9725279,9793466,220.53,222.07,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,9811435,9907471,222.48,224.66,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,9915307,9989667,224.84,226.52,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,10009669,10082588,226.98,228.63,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,10103145,10177296,229.1,230.78,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,10184960,10303516,230.95,233.64,midfry,Dhfy9TPga-c
BR2kSva4NT8.wav,512218,705296,11.61,15.99,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,746165,1114306,16.92,25.27,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,1169262,2195139,26.51,49.78,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,2238379,2419283,50.76,54.86,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,2434988,2704927,55.22,61.34,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,2736263,2845696,62.05,64.53,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,2901248,3275776,65.79,74.28,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,3425408,3509632,77.67,79.58,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,3587584,3676288,81.35,83.36,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,3806208,3908653,86.31,88.63,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,3934546,4173588,89.22,94.64,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,4611788,4734408,104.58,107.36,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,4756107,4868173,107.85,110.39,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,4894583,5162329,110.99,117.06,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,5741723,5852596,130.2,132.71,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,5876259,6027220,133.25,136.67,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,6039351,6328188,136.95,143.5,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,6375081,6462598,144.56,146.54,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,6529280,6880961,148.06,156.03,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,6924853,7042862,157.03,159.7,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,7061018,7172672,160.11,162.65,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,7208361,7482286,163.45,169.67,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,7543588,7633722,171.06,173.1,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,7636136,7722831,173.16,175.12,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,7819701,7902504,177.32,179.2,midfry,BR2kSva4NT8
ainbICPRV8Y.wav,3096725,3470133,64.52,72.29,midfry,ainbICPRV8Y
ainbICPRV8Y.wav,4032698,4147879,84.01,86.41,midfry,ainbICPRV8Y
ainbICPRV8Y.wav,4201959,4315009,87.54,89.9,midfry,ainbICPRV8Y
ainbICPRV8Y.wav,4354109,4464384,90.71,93.01,midfry,ainbICPRV8Y
ainbICPRV8Y.wav,4505088,4717579,93.86,98.28,midfry,ainbICPRV8Y
ainbICPRV8Y.wav,5291898,5387619,110.25,112.24,midfry,ainbICPRV8Y
ainbICPRV8Y.wav,5444784,5529984,113.43,115.21,midfry,ainbICPRV8Y
ainbICPRV8Y.wav,5574144,5713783,116.13,119.04,midfry,ainbICPRV8Y
ainbICPRV8Y.wav,5744640,5878233,119.68,122.46,midfry,ainbICPRV8Y
ainbICPRV8Y.wav,5905152,6029028,123.02,125.6,midfry,ainbICPRV8Y
ainbICPRV8Y.wav,6053500,6323498,126.11,131.74,midfry,ainbICPRV8Y
ainbICPRV8Y.wav,6379968,6445824,132.92,134.29,midfry,ainbICPRV8Y
ainbICPRV8Y.wav,9122379,9317504,190.05,194.11,midfry,ainbICPRV8Y
ainbICPRV8Y.wav,9461760,9569361,197.12,199.36,midfry,ainbICPRV8Y
ainbICPRV8Y.wav,9609883,9718347,200.21,202.47,midfry,ainbICPRV8Y
ainbICPRV8Y.wav,9760842,9905652,203.35,206.37,midfry,ainbICPRV8Y
ainbICPRV8Y.wav,9939790,10074176,207.08,209.88,midfry,ainbICPRV8Y
ainbICPRV8Y.wav,10089218,10509632,210.19,218.95,midfry,ainbICPRV8Y
ainbICPRV8Y.wav,10552463,10644161,219.84,221.75,midfry,ainbICPRV8Y
ainbICPRV8Y.wav,10698460,10942848,222.88,227.98,midfry,ainbICPRV8Y
